submission_id,respondent_id,submitted_at,loan_id,nps_score,nps_reason,improvement_suggestion,device_quality_happy,service_support_happy,payment_delay,support_difficulty,support_challenge_details,battery_issues,used_moapp,preferred_channel,phone_locked_on_time_payment,other_feedback,nps_category,year,month
BzdbM8e,AR9J8e,5/6/2025 12:09,recJIfjnwL5zDtzH3,8,,,No,Yes,No,"no, i have never looked for customer care",,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,Passive,2025,2025-05
obeVXLX,NNPVPG,5/6/2025 12:09,recmb8srrvabK5Tqo,8,,,Yes,Yes,,,,,,,,,Passive,2025,2025-05
Gx9B2L2,xbzQK5,5/6/2025 12:14,recciHXTrAEUgW03i,0,,,No,Yes,Yes,Yes,Your call services should be 24/7,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Kindly improve,Detractor,2025,2025-05
44JNgxk,EV61Rl,5/6/2025 12:15,reckjiQOafhnAjcqe,10,,,Yes,Yes,No,No,No,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Don't have any issues with the product,Promoter,2025,2025-05
pbyPjey,ZkeJGV,5/6/2025 12:15,recx0es3LkBGgncyM,10,,,No,Yes,,,,,,,,,Promoter,2025,2025-05
aQ5r8kX,Q940Mp,5/6/2025 12:15,recbsjWsEWPEP53Mt,9,,,Yes,Yes,No,Yes,I lost my phone this year January 27th I reported the matter yet noone has ever reached out to tell me how to get another phone or how to go about because I need to take another phone from you,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No other,Promoter,2025,2025-05
zxyQa9q,LxO0d2,5/6/2025 12:16,recvIHjYPgsEWSo3Q,10,,,Yes,Yes,No,No,No,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Best ever,Promoter,2025,2025-05
0QBj2B9,yA1DoX,5/6/2025 12:17,recjIN34SL5h8tPAK,10,,,Yes,Yes,No,No,,No,"yes, and i am satisfied with the moapp",MoPhones App,No,,Promoter,2025,2025-05
yP2qKMd,V7N8oM,5/6/2025 12:17,rec5HAM4ISDQA04PM,8,,,Yes,Yes,No,No,No,No,"yes, but i am not satisfied with the moapp",Reach Out via a Sales Agent,Yes,Non,Passive,2025,2025-05
lbqDjEo,OZEOba,5/6/2025 12:18,recShlFiTtZYUCtHZ,5,,,Yes,Yes,,,,,,,,,Detractor,2025,2025-05
yP20Z6d,00kLE6,5/6/2025 12:24,recx6lGEItra6nYfR,10,,,Yes,Yes,No,No,??,No,"yes, and i am satisfied with the moapp",Free SMS – 25044,No,Am ok,Promoter,2025,2025-05
b59VPrL,k4rlye,5/6/2025 12:25,recVfo3B3ITnxGaCD,8,,,Yes,Yes,Yes,Yes,Tried calling and nobody picked,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,,Passive,2025,2025-05
eqDMxBQ,EGA2VB,5/6/2025 12:26,recCs6o3Ob6AuCYic,0,,,No,No,No,"no, i have never looked for customer care",no,Yes,"yes, and i am satisfied with the moapp",MoPhones App,No,My phone is taking too long to charge.,Detractor,2025,2025-05
VLQ9LV6,v6zLjX,5/6/2025 12:32,recQi0z4yg0K6Sl3H,9,,,Yes,Yes,No,No,Reduced number of days,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Need another device but expecting at alower rate,Promoter,2025,2025-05
1AdbXDO,LxOJ0l,5/6/2025 12:36,recxbnhI4iMurrA9C,7,,,Yes,Yes,Yes,No,,,,,,,Passive,2025,2025-05
eqQNMvo,qQzKW9,5/6/2025 12:40,recMpGoJL9erFeAQJ,1,,,No,No,No,Yes,I broat my phone it had issues instead of u guys telling me I should add 5k for the damages u didn't u called after 1 monnth n I had lost interest,No,"no, i have never used it",Reach Out via a Sales Agent,No,No,Detractor,2025,2025-05
Npl4Drb,AR9qNo,5/6/2025 12:41,recOk9dX4GrrixZ3c,8,,,Yes,Yes,No,No,No challenge,No,"yes, but i am not satisfied with the moapp",MoPhones App,No,I am unable to use mophones app,Passive,2025,2025-05
PdDjLK5,7YEG06,5/6/2025 12:41,rectpw2ZEoO1f5TkM,9,,,No,Yes,Yes,No,The phone is overheating even when its not in charging mode,Yes,"yes, but i am not satisfied with the moapp",MoPhones App,Yes,Kindly contact me,Promoter,2025,2025-05
EkdB5G2,gPzNG1,5/6/2025 12:42,reclhzp1uGJgKYNvW,10,,,Yes,Yes,No,"no, i have never looked for customer care",Not really,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Have said all there,Promoter,2025,2025-05
Pd1210P,OqEBER,5/6/2025 12:45,recJ3217XgHALXRpr,8,,,Yes,Yes,Yes,No,,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No,Passive,2025,2025-05
ja60lG6,oNzl6N,5/6/2025 12:57,recpkFVr06I6lhV3L,0,,,No,No,No,Yes,i got a phone s20 plus full of problems i can barely use it,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,no,Detractor,2025,2025-05
gDdQqjD,10RbWl,5/6/2025 12:59,recznPNfygH13ng7U,7,,,No,Yes,Yes,No,Once in a while i experience delays in payment reflection after payments.,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"This(my phone) keeps in on hanging and the monitor regretfully misbehaves,and voices during phones calls are tampered with,suddenly decreases and/or eventually goes mute. It sucks. Also the amount we agreed i should be paying have increased,from ksh.510 to 584 weekly,ksh. 73 to 79 a day.i don't understand.",Passive,2025,2025-05
yP20Y46,Rej8bP,5/6/2025 12:59,rec4KCAmpmTNDaARB,4,,,Yes,Yes,No,Yes,How much I will get when I return the phone,,,,,,Detractor,2025,2025-05
b5j2lV7,904R2V,5/6/2025 13:10,rec5AwdUgoLMWAbDT,5,,,Yes,Yes,No,Yes,,,,,,,Detractor,2025,2025-05
zxy0qk8,Q94zJY,5/6/2025 13:13,recboY2H9GckHEjah,0,,,No,No,No,No,"Charging system has a problem,sim card tray also has a problem nkt",Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,😒,Detractor,2025,2025-05
QKexrR1,Boe2G7,5/6/2025 13:16,recuB4r491LZTSUP5,9,,,Yes,Yes,Yes,No,Delay in payment procedure,No,"yes, and i am satisfied with the moapp",MoPhones App,No,Contented,Promoter,2025,2025-05
dWaZPVz,V7ND8v,5/6/2025 13:34,rec65ANzDsPMJuZUe,2,,,Yes,Yes,Yes,No,No challenge,No,"yes, and i am satisfied with the moapp",Free SMS – 25044,Yes,No,Detractor,2025,2025-05
ja609NQ,pqz5Db,5/6/2025 13:39,recuMjoRgQdp8yspy,8,,,Yes,Yes,Yes,Yes,,,,,,,Passive,2025,2025-05
OD4jByK,xbz6k5,5/6/2025 13:40,rec4W3Nbk9yndMvgV,5,,,Yes,Yes,Yes,No,"I paid on time, actually earlier yet my phone has been online but it still went off",No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No,Detractor,2025,2025-05
MeNrvLM,YB9gbJ,5/6/2025 13:49,rectIXrYREIgcx5yj,1,,,No,No,Yes,Yes,,,,,,,Detractor,2025,2025-05
MeNr6Q0,40Odqd,5/6/2025 13:57,recKiIDP0zPsTWXRa,8,,,Yes,Yes,Yes,"no, i have never looked for customer care",Paid for the phone but took almost a day to unlock,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Yes,Passive,2025,2025-05
9q9659E,r9YQ9o,5/6/2025 14:19,recnskub8CcSkcnrt,8,,,Yes,Yes,No,No,No challenges,Yes,"yes, and i am satisfied with the moapp",MoPhones App,No,,Passive,2025,2025-05
44J1R4Y,70E75P,5/6/2025 14:29,recZdgjpHSMGIvbZr,3,,,No,No,,,,,,,,,Detractor,2025,2025-05
A726Dd0,Boeeb5,5/6/2025 14:44,rec9kHOim2Kz4ZYNS,1,,,No,No,Yes,Yes,"My phone has been experiencing a lot of problems 
 1: it plays ads all the time making it so hard to use 
 2: battery lifetime very disappointing it Bearly serves it's purpose 
 3: my whatapp expired,tell me why I can't have another one cos the admin has not allowed such activities ,,, am very disappointed",Yes,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,How can I get help,Detractor,2025,2025-05
ja60R61,pqzQMq,5/6/2025 14:55,recozbH0rJvgQlpGZ,8,,,Yes,Yes,No,No,,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,Passive,2025,2025-05
9q968z5,8Dr9XA,5/6/2025 15:03,recopw807ijyfYSt5,6,,,Yes,Yes,Yes,No,When using another phone,Yes,"yes, and i am satisfied with the moapp",MoPhones App,Yes,Nop,Detractor,2025,2025-05
dWaZeOy,WbqWaR,5/6/2025 15:04,recwAoAn1A3hyse7v,1,,,No,No,Yes,Yes,"I complained about the battery more than 5 times and I ddnt get any asistance until I got tired..imgn charging a phone 4 times a day,,,how is the phone helping me?even right now am not using it..I got tired of it",Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,I wanted to pay my phone within 6 months but you set it for me to pay in 1 year...I told uncountable times to change it to 6 months n u did nothing,Detractor,2025,2025-05
dWaZrKN,pqzagq,5/6/2025 15:14,rec9HXLrt6sdHbGIF,10,,,Yes,Yes,Yes,No,Because your services fevers every one,Yes,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,The battery doesn't hold power for long,Promoter,2025,2025-05
rja2B0L,Q9EoXp,5/6/2025 15:46,recJuLgdkUFP3SztR,10,,,Yes,Yes,No,No,,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,Promoter,2025,2025-05
XxJOrVV,gPOab4,5/6/2025 15:48,recYCmgQUbLX0vDtl,10,,,Yes,Yes,,,,,,,,,Promoter,2025,2025-05
vGeqMZ8,Bo9EkY,5/6/2025 15:53,recK3rTOeDOctIXXs,10,,,Yes,Yes,No,No,No challenge,Yes,"yes, and i am satisfied with the moapp",Free SMS – 25044,Yes,No feedback,Promoter,2025,2025-05
vGeqD70,pqZdRE,5/6/2025 15:59,recQruqlcYr258MHu,5,,,No,Yes,Yes,No,Ear piece has a cracking sound,,,,,,Detractor,2025,2025-05
ZjEPY0V,MZGb0l,5/6/2025 16:44,recYO3yYD226tuMP6,8,,,Yes,Yes,Yes,No,,No,"yes, and i am satisfied with the moapp",MoPhones App,No,Better service,Passive,2025,2025-05
MeN8dqk,V7xlPg,5/6/2025 16:51,rechIf61hjD1t9byy,10,,,,,,,,,,,,,Promoter,2025,2025-05
OD48B27,MZGOOX,5/6/2025 16:54,rectoVZdOrTTJiUxE,5,,,No,No,Yes,No,The phone,,,,,,Detractor,2025,2025-05
9q92po5,V7xVQE,5/6/2025 17:07,recV9883dLvSzrE1i,,,,Yes,Yes,,,,,,,,,,2025,2025-05
rja2Ge5,eOoL2l,5/6/2025 17:10,recEsS2D7p5G3iorU,10,,,Yes,Yes,No,No,Your services are good 👍,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Promoter,2025,2025-05
0QBokVy,WbZMgk,5/6/2025 17:27,recWAkAXazxrEN1f0,1,,,No,No,Yes,Yes,"Delayed reflection of the device.
 My device has issues, customer service could not promise a solution",No,"yes, and i am satisfied with the moapp",Reach Out via a Sales Agent,No,"My gadget is spoiled on the screen. And the problem points out to fake screen, not mishandling",Detractor,2025,2025-05
J9p8G54,60V1y5,5/6/2025 17:42,reccdOUbjd5IbQj10,5,,,Yes,Yes,Yes,No,Ensure there is 24/7 customer care,Yes,"yes, and i am satisfied with the moapp",Free SMS – 25044,No,Ensure you have 24/7 customer support,Detractor,2025,2025-05
Gx9Y4qQ,bRAKv6,5/6/2025 17:55,recgojmUiksICCySR,10,,,No,Yes,No,No,,,,,,,Promoter,2025,2025-05
5BjENbb,GE7gzQ,5/6/2025 18:50,rec3mlmw1Bx8w6SQD,9,,,Yes,Yes,No,No,Am good,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,Promoter,2025,2025-05
zxy2XVk,90rPOE,5/6/2025 19:21,reczS0TCB3jNnFe5J,7,,,Yes,Yes,,,,,,,,,Passive,2025,2025-05
J9pXOLo,10BoYL,5/6/2025 20:04,recQl8AddpQG2mgEv,6,,,Yes,Yes,No,No,,No,"yes, but i am not satisfied with the moapp",Free SMS – 25044,No,The device is nice..though at times it hangs.. then it refused to open the Samsung account..keeps on saying server timeout,Detractor,2025,2025-05
dWaKjMo,zBbPvM,5/6/2025 21:00,recHTQUAVGEyOq62X,10,,,No,Yes,No,No,No challenges faced,Yes,"no, i have never used it",,,,Promoter,2025,2025-05
LZz1evJ,VaxLWE,5/7/2025 2:58,rec1r2pV0uc5Rz2SL,5,,,No,No,No,Yes,Am not happy because am ur customer and paying after every 4days is very hard form me becouse I still have a family to feed and other things to accomplish.yes I have pending areas bt reducing days in a week makes me not to do my job inappropriate way hence risking loosing my job.,,,Phone Call – +254 728 444 442 or +254 709 924 404,No,,Detractor,2025,2025-05
eqDZv1O,G4LKLk,5/7/2025 3:13,rec0HrmbKcHdVBS0N,3,,,Yes,Yes,No,No,Non,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No,Detractor,2025,2025-05
OD4bVAR,EVAGgq,5/7/2025 4:03,recNCZr6Tl5L9euuo,1,,,No,No,Yes,Yes,I called and no one picked up. Had to wait to next day,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,N/a,Detractor,2025,2025-05
lbeMaQB,NNgrdp,5/7/2025 6:42,rechdVDEmH7XZR7dr,5,,,Yes,Yes,No,"no, i have never looked for customer care",My phone is having changing problem plus the back cover of phone is cracks,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Detractor,2025,2025-05
7RLpZNA,l25d45,5/7/2025 7:41,recvH86dgCzColcqi,10,,,Yes,Yes,No,No,,No,"yes, and i am satisfied with the moapp",MoPhones App,No,Good,Promoter,2025,2025-05
q4DkB0g,GEgdYp,5/7/2025 7:42,recwvFnnbEPRvfoeG,6,,,No,No,Yes,Yes,My phone battary is not good and i wanted to change the phone bt has a deley,Yes,"yes, but i am not satisfied with the moapp",Free SMS – 25044,Yes,I want to change my phone if possible becouse the batary is not good .. if i can get another one maib s10 kindly,Detractor,2025,2025-05
9q9oxz4,JjgVO7,5/7/2025 9:01,recd85EVPwrKCyKgr,8,,,Yes,No,,,,,,,,,Passive,2025,2025-05
44Jzako,j4pqWJ,5/7/2025 10:49,recpSwnM4aI5I0Mq2,10,,,Yes,Yes,Yes,No,No,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,Need another device,Promoter,2025,2025-05
Pd1B72d,l1LK9o,5/7/2025 16:59,rec5pgfzE9sNbW6MI,9,,,Yes,Yes,No,No,They have responded positively when i needed them,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Would suggest that there be a fkexible payment method let's say a daily payment method that allows you to use the phone when only you can afford the daily charges,Promoter,2025,2025-05
0QBAbeZ,Jjx0VR,5/7/2025 19:57,rec46zWg0IDkqq4Vs,7,,,Yes,Yes,,,,,,,,,Passive,2025,2025-05
EkdgxAA,OqebA8,5/8/2025 6:08,recRT2UHc5jPTezZi,5,,,No,No,Yes,No,No,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,I can't switch sim cards,Detractor,2025,2025-05
VLQdW0l,MZQ49E,5/8/2025 8:46,recXsoBuF5NxhqnX1,,,,,Yes,,,,,,,,,,2025,2025-05
VLQNqKv,Wbdb5P,5/8/2025 12:17,reck7bLBZu8T4tL9w,5,,,Yes,No,No,No,nothing,No,"yes, but i am not satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,i would like to install apps from other sources.,Detractor,2025,2025-05
J9pY4Vr,PQLrQ1,5/8/2025 13:23,recYtDEGQSt7B9obz,,,,Yes,Yes,,,,,,,,,,2025,2025-05
ZjELdOy,PQNGbQ,5/8/2025 19:56,recJ2EOZGb2N2C4L8,10,,,Yes,Yes,Yes,"no, i have never looked for customer care",No,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Can I take another phone,Promoter,2025,2025-05
yP2pvr4,10YBxg,5/8/2025 20:26,recpTKZoZqKyb2vTC,,,,Yes,,,,,,,,,,,2025,2025-05
obeZeLN,j44rR4,5/9/2025 7:34,recU1rnbDNRhiet4K,0,,,No,No,Yes,Yes,Now is one year my phone is still at your shop for repair,Yes,"no, i have never used it",Reach Out via a Sales Agent,No,When will I get my phone back,Detractor,2025,2025-05
Y5RDvqB,qqzy4k,5/9/2025 13:58,recZ4rGnRAkjQGKqA,10,,,,Yes,No,"no, i have never looked for customer care",,,,,,,Promoter,2025,2025-05
OD4x00a,K2Kl0k,5/9/2025 17:08,recCczTOJIPXFDmeC,9,,,Yes,Yes,Yes,Yes,Had to call agents multiple times for my phone to be unlocked,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,Promoter,2025,2025-05
7RL8PZ9,60XvRk,5/11/2025 8:06,recgCj8GZBKuYAzeu,7,,,No,Yes,No,No,Na,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Na,Passive,2025,2025-05
A72oevk,60PKkB,5/11/2025 13:57,recy5EI2y3pUBSkda,10,,,Yes,Yes,No,No,You are the best in service production,No,"yes, and i am satisfied with the moapp",MoPhones App,No,Your phones are the best,Promoter,2025,2025-05
gDqj2QD,VWE81N,5/11/2025 20:32,rec9tMBDrNHWByRGl,9,,,,,,,,,,,,,Promoter,2025,2025-05
Gx9BGd2,zBdDQg,5/12/2025 10:53,recraQNy1L5aS9aR1,7,,,Yes,Yes,Yes,Yes,Customer care service is down,,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,,,Passive,2025,2025-05
pboye7q,ap9N5y,5/12/2025 15:31,recS99ayhL336fI3L,0,,,No,No,No,Yes,"The phone that iwas given its hanging,heating up .Aam even regreting to why ipicked it and yet you charge me to add on it ican never recommend anyone to pick the phone from you guys",Yes,"yes, but i am not satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,You need to deliver quality things,Detractor,2025,2025-05
vGDDK2d,jYxOpJ,5/12/2025 20:51,recS21GF5g7q6Jggf,9,,,No,Yes,No,No,Your responds to customers are good i like it,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Having issue with my battery,Promoter,2025,2025-05
KYxlEbk,z8Mj0Z,5/13/2025 11:20,recrPTYJYCKBGpp2x,8,,,Yes,Yes,No,No,Using some apps or downloading from browser is blocked.,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,None.,Passive,2025,2025-05
LZKd9vJ,q8GlgG,5/13/2025 15:06,recuSqZSo2O80t0wi,10,,,Yes,Yes,Yes,No,Am ok,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I am happy and willing to urge my friends to go for mophones because of best quality,Promoter,2025,2025-05
4472Gyr,Wa82BQ,5/13/2025 16:19,rechL2lktLH3iS3TR,8,,,No,Yes,Yes,No,.,Yes,"yes, and i am satisfied with the moapp",MoPhones App,Yes,.,Passive,2025,2025-05
Mea5bQX,Kr1pEK,5/13/2025 22:40,recZbt1Jv0uN6sfcw,8,,,Yes,Yes,,,,,,,,,Passive,2025,2025-05
obRLxJN,Y7xdAJ,5/18/2025 7:34,recPbvGrgPqthyjes,10,,,Yes,Yes,No,No,No challenge,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Promoter,2025,2025-05
lbOk5gX,BJ2ZOQ,5/18/2025 7:47,recBd7NAjVdtmYbIW,6,,,,,,,,,,,,,Detractor,2025,2025-05
MeapgpM,eGzXYe,5/18/2025 7:51,recRWTGs5DWMaJVUb,10,,,Yes,Yes,No,No,No,Yes,"yes, and i am satisfied with the moapp",MoPhones App,No,The phone has a bad battery,Promoter,2025,2025-05
68KE9kP,PZGlQP,5/18/2025 7:53,recgxIBSCAxDSZ5bT,5,,,No,Yes,No,No,No,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,"Personally the Only problem Am facing with my my device is bringing it back to you for repair now and then. I have been in your office pioneer house for more than 6 times The screen is dimming off on its own. I have paid my device three quarter, I have now given up on this Samsung note 20. My ID 30127155",Detractor,2025,2025-05
dW0eVPK,4lpv9Y,5/18/2025 7:56,recj7ZHbk51zhJkSE,10,,,Yes,Yes,Yes,Yes,No 24hour support was annoying. Also the fact that sending someone on your behalf is so hectic. Some of us have busy schedule and delegation is the only solution.,Yes,"yes, and i am satisfied with the moapp",MoPhones App,Yes,Do I get a discount for my next purchase?,Promoter,2025,2025-05
ODXMyLR,r8kLkR,5/18/2025 7:57,recACWnGWaEcuAx35,10,,,Yes,Yes,No,No,Yes,Yes,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Okay,Promoter,2025,2025-05
Ekl7YD4,GOQD5k,5/18/2025 7:58,recfy1INwVvgIaa5C,7,,,Yes,Yes,No,"no, i have never looked for customer care",No I have never looked for customer care,No,"yes, and i am satisfied with the moapp",MoPhones App,No,I am glad with the service,Passive,2025,2025-05
rjOMW9o,29Dv6b,5/18/2025 7:58,recdwTRxTLaNtLEgW,8,,,Yes,Yes,Yes,,,,,,,,Passive,2025,2025-05
5B9P57Z,JEWDyz,5/18/2025 8:00,reclV957PJowsgrCF,8,,,Yes,Yes,No,No,Ok,No,"yes, and i am satisfied with the moapp",MoPhones App,No,No,Passive,2025,2025-05
2EB8oNg,rQYMBp,5/18/2025 8:00,recY1T7InO4NGs4I2,10,,,Yes,Yes,Yes,Yes,You need to put one contact,No,"yes, and i am satisfied with the moapp",Free SMS – 25044,No,No,Promoter,2025,2025-05
2EAG5ML,RqVYXK,5/18/2025 8:04,recri36SyjFAYah5u,10,,,Yes,Yes,No,"no, i have never looked for customer care",i think everything is well,Yes,"no, i have never used it",Free SMS – 25044,No,i dont have anything else,Promoter,2025,2025-05
2EAGyve,L46Jd1,5/18/2025 8:05,reckAeNgVLfxBZq0S,10,,,Yes,Yes,No,No,Am okay,Yes,"yes, and i am satisfied with the moapp",Self-Service USSD – *789*25044#,Yes,Just okay,Promoter,2025,2025-05
9qZjyJ5,VW4Mla,5/18/2025 8:07,rect0TYvU6fu6linL,10,,,Yes,Yes,No,No,𝑀𝑦 𝑓𝑟𝑜𝑛𝑡 𝑐𝑎𝑚𝑒𝑟𝑎 𝑖𝑠 𝑛𝑜𝑡 𝑤𝑜𝑟𝑘𝑖𝑛𝑔 𝑤𝑒𝑙𝑙,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,𝑀𝑦 𝑓𝑟𝑜𝑛𝑡 𝑐𝑎𝑚𝑒𝑟𝑎,Promoter,2025,2025-05
